username,review,calificacion
FAbs Prieto,"De mis lugares favoritos!! La atención siempre es súper cálida, los alimentos son muy buenos y el personal súper atento.…",4
Paulina Moreno Rodríguez,"Ameno, precios accesibles pero la atención podría mejorar",3
Adriana Villalobos,El filete de res a la tampiqueña es la cosa más deliciosa que he probado ,4
Jackie.loopez Lopez,Excelente cafecito moka mexicano,4
Alfredo Figueroa,"Buena atención, bien los alimentos medias sanitarias apropiadas",4
nicolas moreno garcia,Muy rico,3
Edmundo De Jesús Espinosa Ríos,Buena atención,4
patyryry ramirez,Buen servicio,4
Antonio Sanchez quiroz,Seguridad e higiene Buena atención Ambiente agradable Vigilancia constante,4
Raul Venegas,"Muy buena atención!! Sin duda regresaré,te hacen sentir como en casa!!!",4
Genaro Galindo,Buen servicio. Excelente atención del personal y todo muy limpio.,4
Oscar Rodriguez,Buen servicio,3
Veronica Martinez,Excelente servicio,3
Rafael Vargas Garcia,Sabores diferentes precios justos buen servicio,3
Rosario Yáñez,Muy buen servicio,4
Luis Flores,"Muy atentos y buen servicio, para ir a desayunar recomendable.",4
Jesús Navarro,"Excelente servicio, la comida con muy buen sabor y preparación",4
Andrea Cholico,"Sirven buenas porciones, te validan el estacionamiento, son muy amables y no estaba tan lleno la vez que fui.",4
Eduardo Vazquez,"La atención del personal es muy amable y cordial, sevicio rápido y muy buen sabor",4
Edgar Vega,"Excelente ambiente, buen lugar y no hay tanta gente",3
David Flores,Buen servicio,4
Juan Eduardo Reynoso C,Ha mejorado mucho la comida. Toks la Villa. Recomiendo la pechuga al molito y la pierna a la mostaza,3
Astrid Melodie,Comida muy basica,1
Roberto Gomez,Muy buen servicio,4
Laura Díaz Martínez,El servicio excelente y los alimentos muy ricos  muy buena opción para disfrutar,4
RAMON ANTONIO ARMENDARIZ VIRUEÑA,"Bien pero la carta es muy corta, por ejemplo no manejan pescado sólo salmón.",3
David Luff,Fuimos a TOKS por un cafecito pero terminamos compartiendo un orden de hotcakes. Ricos hotcakes y capuchino. El restaurante cuenta con estacionamiento.,3
Viridiana Bazan,Buen lugar,2
Eduardo Ortiz,"No deja de ser un Toks igual que los demás, la misma decoración y mesas. Por ahora las mesas se encuentran en su mayoría fuera del restaurante, en un pasillo que comunica con la plaza en donde se encuentra. Pero sin importar, el servicio sigue siendo bueno.",4
Mónica Martínez,"Mienten en los descuentos, muy mal. No regresaré",0
Minerva Silva,"Servicio rápido y amable.. el the de menta delicioso, las enchiladas vegetarianas ricas.a un costado de soriana. Cerca metrobus estación clave.",4
Zamak Mondragon,Buen servicio,4
RAUL JESUS NUÑEZ CORTES,Buena opción aunque el servicio puede mejorar.,2
María Teresa Chávez Munguía,Bien lugar para charlar y desayunar con las amigas,4
Eli Ramos Garcia,Buena atención y la comida muy buena,4
Antonio Santelices,"La comida bien, el precio un poco alto, pero sabrosa la comida",2
Marycar Macias,Buen servicio.,4
Edith Garcia Moran,No hay mucha gente y hay mucho cuidado con la sanitizacion,4
Arturo Uriostegui,Muy satisfecho y atención rápida,4
Klaus Ruh,"El mejor Toks de todos y mejor que los demás restaurante de cadenas (vips, etc.)",4
Angeles Corona,La atención personalizada en cuestión hasraa que tipo de pan queríamos muy bien y rico ,4
Ariel Zamudio,Muy bien,4
miguel Saavedra,Todo bien ,4
Glenda Juarez,Rápido y limpio. Opciones diferentes,4
747 az,"Todo normal, nada extra!",2
jorge gilberto nolasco peña,Excelente lugar para comer buen precio y atención...,4
juan jose lopez torres,Excelente servicio si los atiende Laura o Israel,4
Begonia Perez,"Buena comida. Excelente atención, tuve un problema con mi platillo y lo solucionaron de inmediato.",3
Choco Mil Frio,Buen servicio y buena atención.,4
Jose Luis Solorio,Buena atención,4
Talis Dom,Buena atención. Poca gente,3
Miguel Angel Bello García,"Toks siempre es garantía de sabor y calidad en los alimentos, y está sucursal es una muestra de ello. Buena atención, mucha limpieza y excelente presentación de los alimentos. Su programa de lealtad para reconocer la preferencia de sus…",4
mOsSiTa Bernal,"Muy buena atención, los alimentos bien servidos y preparados. Los protocolos de sanidad y seguridad son seguidos al pie de la letra.",4
Pedro Antonio Suarez Rojas,"Como siempre en todos los toks que he visitado, gran atención, buena variedad de comida, recomendable 100%.",4
jose luis Paez chavez,Muy buen restaurante para desayunar,4
Quetzal,Excelente atención,4
sellos de todo tipo Tabathonga Kids CMDX,Deliciosa desayuno,4
alberto huerta,Muy buena,3
Guillermo Rojas,"Excelente la comida , el personal es muy amable",4
Margaria España,La persona que me atendió fue muy cortante.,1
Yessica Jiménez,Muy buenas porciones y excelente servicio con todas las medidas sanitarias y el estacionamiento económico,4
RRAUL BRUNo,SITIO AGRADABLE CON BUENA ATENCION Y EXCELENTE COMIDA,4
Leo Romero,Muy buen servicio excelente,4
Olegario Inzunza,Se come rico en la CDMX,4
Marco Hernandez,"Siempre atentos, limpio, excelente comida.",4
Jorge Jimenez,Precios muy altos,0
LUIS AVILA,Muy buena atención de la Señorita Laura ,4
Maria Del Consuelo Sanchez,Excelente servicio y comida muy rica,4
patricia vazquez,"No es como otros restaurantes de la misma cadena, acá el chef no es tan bueno y el gerente no es nada comprensivo, si pueden evitar está sucursal, háganlo",0
Gerardo Ivan De Jesus,Excelente servicio y muy buena atención muy amables todos los que me atendieron y la comida estaba deliciosa,4
Alejandro Espejo L,"Bien, solo estuve poco tiempo.",3
Irma Rodrìguez,"Bien, mucho tiempo de espera para que nos recibieran......",2
Adriana Velasco,"Agradable, rico el pan relleno de manzana",3
Arturo Martinez Mejia,Riquisimo,4
luiza trejo,"Es un lugar muy íntimo, el personal está al pendiente del cliente, sanitizan constantemente eso da mucha seguridad con lo que está pasando , y dan ganas de regresar, la comida excelente , todo excelente felicidades",4
Alicia Lechuga,"Últimamente la comida ya perdió su toque yo creo depende del chef, en fin les está fallando y se nota bastante lástima",4
Cesar Palomera,Excelente servicio... Pidan que los atienda Imelda,4
Edgar SANCHEZ,Sucio,2
Fernanda Alvarez,"Pésimo servicio ,nada de atención por parte de los meseros apresar de que estaba vacío .",0
Anne place,Excelente comida y atención,4
Victor Yáñez,La ubicación es bastante accesible,3
Estela Gonzalez,"La higiene y la diligencia esmerada con la que se atiende a los comensales, además de la calidad de los alimentos, siempre me invita a regresar. Felicidades al equipo de trabajo",4
Jesus Eslava,Cómo siempre excelente,4
Areli Espinoza,Muy rico el desayuno xiqueño,4
pancho90821,"Para platicar está bien, la comida esta pasable, no es la gran cosa",2
Gerardo Serrano,La comida estuvo bastante bien y el servicio excelente.,4
LUZ MARIA CORTES FLANDES,Muy buen servicio y alimentos,3
Luis Jiménez,Exelente lugar para comer con la familia,4
Aby García,Perfectamente limpio y cumple con todas las medidas de sanidad. Además l comida y el servicio excelente ,4
Paco Rivas,Ya no es lo que al principio ..y la seguridad en la noche tiene que mejorarla no hay buena iluminación.... además de que tienen fuga de aguas negras en el estacionamiento y eso es super malo .. no te quedan ganas de regresar a comer ahí...,2
Sarahí Bautista,Siempre vacío y siempre limpio.,4
David Martínez,Excelente atención y amabilidad muy confortable el lugar,4
Wilfrido Bravo,Buena comida y la atención,3
Diana Mendoza,Delicioso ,4
Mary Alavez,"Tardaron una hora en servirnos,el mesero tenía demasiadas mesas por todo el lugar",0
Raúl Espinosa,"Sin duda el mejor Toks que he visitado, excelente servico. Desde la recepción muy atentos y amables, los alimentos frescos, de buena calidad, buen sabor, bien servidos. Muy limpio el lugar y los baños muy higiénicos. La atención de la…",4
JOSE LUIS ACOSTA RODRIGUEZ,"Excelente servicio, estacionamiento pequeño",3
Fabiola Hernandez,"Sin duda uno de mis lugares favoritos porque sacan ""10"" o""palomita"" en todo: limpieza, orden, rapidez, excelente trato al cliente, alimentos deliciosos, ambiente amable, organización y sobre todo que los empleados se notan contentos en su trabajo.",4
Nancy Ramirez,Como siempre muy buena atención y calidad,4
Miriam Cuevas,"Sana y limpio todo lo que preparan, y la atención de lo mejor!!!!! Super a gusto!!!!!",4
guillermo cervantes,Pésima atención,0
Adhi Peregrina Carreón,"La comida estuvo regular pero a la hora del postre dejaron mucho que decir, pedí un capuchino y ni a café sabía, sus postres ni hablar.",0
Jazmin Alvarez,Años de clienta excelente y rico,4
Lety Lopez,"Excelente lugar, tranquilo, con medidas sanitarias",4
Hector Herrera,Lugar apropiado y limpió para comer.,3
Maribel Arteaga,"Siempre buen servicio, la comida buena también",4
Victoria Castro,Excelente servicio y lugar,4
Ariel Guzmán,"Es un lugar tranquilo, sanitizado, con comida Rica y variedad hasta vegana. Respetan sana distancia",4
LUIS RAMIREZ,Miy rica la comida,4
Oldair Rosales,Todo muy rico.,4
Ignacio Sánchez,Buen servicio,3
Alfonso Mejia vsnegas,Muy buen servicio,4
Guillermo Villegas,Pésima atención de parte del personal,0
Carlos Romero Javier,Muy atentos en todo momento.,4
Andrey Duran,De todos los Toks este es en el que mejor te atienden y con mejor sabor,4
Bosques Aragon,Excelente átencion,4
caoticus 10,"Está un poco complicado entrar, pues el estacionamiento es el de Soriana.",4
Luis Jacinto,Burn sabor,3
Jesus Alejandro Bernal Flores,"Buen lugar para comer, buen servicio",4
Noemi Marlen Garcia Carrillo,Los frijoles del desayuno regio estaban deliciosos,4
Andrea Guerrero,Rica comida y el servicio muy atento.,4
Brenda Armenta,Perfectoooooo,4
luz maria rodriguez gonzalez,Gracias por compartir la experiencia....,4
Arturo Garcia,Se percibe un poco descuidado el lugar. El personal muy amable.,2
Alberto Isaac Romero,"Hace algunos años y en muchas ocasiones comi o cene en este restaurant, tiene un excelente servicio, la atención es de lo mejor, la arrachera muy rica entre otros platillos.…",4
Miriam GR,"Se desayuna delicioso y a buen precio. La atención es excelente, las instalaciones bonitas. Cuentan con estacionamiento compartido con el supermercado de al lado. Sin duda una excelente opción.",4
Salvador Velasco Téllez,"Excelente servicio. Muy cuidadosos con las medidas Anti-covid, pero sin ser molestos",4
Martin Martin,Muy Agusto un lugar tranquilo para degustar un buen platillo,3
Diana Perez,"Es uno de mis lugares favoritos la comida muy rica, siempre pedimos el menú del día. 100% recomendable. En comparación de otros Toks este es el mejor.",4
Alfredo Solís,"Excelente servicio, muy buen trato . Muy rica comida. Se los recomiendo",4
Paola Nunez,Hay una lavandería detrás que hace que vibre mucho el restaurante,1
Melito Ramirez,"Buena atencion, medidas de seguridad y sana distancia aplicadas.",4
Icsait Reyes,Recomendable,4
Alfonso Arteaga,"Café muy cargado, buen sabor, te presionan para retirarte.",3
musica Antonio Martinez,Exelente servicio,4
Mao Trueba,Muy buena atención y sabor de los alimentos,4
Olivia Morales,Es un lugar muy limpio y ordenado,4
Antonio Hernández Martínez,"La comida es muy buena y la atención personalizada, volvería sin ninguna duda.",4
Luke Skai,Precios súper caros además de una pésima atención. Espere mucho tiempo en la fila antes de entrar.,1
Aída Chacón Castellanos,Muy cuidadosos con las medidas de higiene y cuidan que el aforo sea realmente del 30%.,4
fabi flor,Nada del otro mundo,2
Ivo RG,Buen servicio eficiente,3
Compartiendo Aventuras,Este Toks tiene buen servicio y atención con costos un poco más elevados que en otro tipo de restaurantes. ...Y se debe aya que en estos restaurantes puedes estar el tiempo que quieras…,4
Juan Pablo Navarro,"Buen servicio muy atentos todo el personal , la comida rica",4
jorge miguel soriano,Buen servicio,3
Yael Reyes,"Excelente servicio. Desde la entrada te dan una excelente atención. El mesero que nos atendió muy amable, paciente y entregando los alimentos a tiempo. Los platillos muy bien servidos, frescos, de buen sabor y con muy buenas porciones. Gracias",4
Graciela Avila,Buen servicio.,4
Reyna Rosas,Muy buen servicio,4
Kevin Moran,Excelente servicio y rápidos,4
Jessica Gonzalez,Muy bueno,4
Mauricio Galván García,Excelente trato. Cordialidad y prestancia,4
Edgar Félix Díaz,MMM delicioso,4
Javier Velasco,"Se come rico, se plática rico. Muy gentil la atención!!!",3
Jessica Franco,"La atención es de primera , muy limpio y comes delicioso, el café Toks tradicional muy recomendable!!!!",4
MARÍA ELENA AGUILAR LUNA,"Estuvo rico el desayuno, la papaya con queso cottage sabroso, el ambiente agradable, lo recomiendo en sus alimentos, el único pero q le pongo es q se me hizo un poco alto su costo; pero aún así lo recomiendo en su excelencia.",4
Juanita Moli,Me encanta ir xq siempre hay muy buen servicio y la comida es muy rica yhay mucha variedad de platillos,4
paola medina,"Este Toks en particular creo que el chef tiene un excelente sazón, los platillos que ya conocemos me saben más rico y el personal es increíblemente amable no te ponen un pero y te consienten. Si andan rumbo a la villa pasen por ahí no se arrepentirán.",4
Enrique Alcala,Excelente comida,4
Maria del Carmen Ramirez,No me llevó lo que le pedí y estaba fría la comida le pedí pan dulce para mi café  y nunca me lo llevó y se tardó mucho en llevar lo que quiso ,2
Eloísa,Servicio y calidad,3
Ruth Herrera,"Comida muy rica, mucha limpieza. Bueno",4
Xochitl Morales Valdez,"Excelente el servicio muy cómodo para tener reuniones de trabajo. Lo que mejoraría su puntaje será tener internet, y conecciones de electricidad cercanas",3
César Esparza M.,"Personal amable y muy atento, y rica comida.",4
Rick San,Sigue siendo el mejor lugar para comer. La carne es de excelencia y El vino es muy bueno.,4
Daniela O. Trillo,"Siempre excelente servicio por parte del personal del restaurante, los platos bien servidos y de temperatura adecuada, baños y mobiliarios limpios, venta de productos alimenticios artesanales",4
A E O V,Nunca nadie recibe a los clientes porque siempre están tragando camote. La comida es buena pero podría mejorar abismalmente con conocimientos básicos de cocina como las temperaturas de fritura.…,2
Aurelio Flores KAK,"Tiene excelente servicio y atención. Limpio y amplio. La preparación de los alimentos es buena, respeta lo presentado en la imagen de la carta.",4
Omar Alexxander,"Están ricos los platillos, buena atención",4
yazmin Velazquez,Se tardaron mucho en servir,3
Carlos Servin,Buenos la atención y alimentos,3
Chivis Gomez,"Buen ambiente, comida excelente, atención pronta y esmerada",4
Mario Gutierrez Bibriesca,"Excelte servicio, con buen sabor y económico, muy recomendable",4
Reyna Minette Paredes,"Entregan comida tibia, pero lo demás todo bien",4
antonio catano,"Yo soy muy poco de ir a estos restaurantes, pero hoy por necesidad acudí a él y mi decepción fue muy grande, ya que la comida que pedimos estaba carente de calidad en su preparación y en su sabor. Me ofrecieron agua de un sabor específico y…",0
Lucy Briones,Excelente atención el único tache que les pongo es que el restaurante no te valida el boleto si es que falla el sistema de los del estacionamiento,4
Guillermo Torres,"Fascinante servicio. Es sumamente excelente el trato; con los niños también. No cabe duda que no importa el rol, siempre y cuando sea atención al cliente, siempre se debe realizar con gusto, cortesía y respeto. Y en el restaurante cumplen con esas 3 características.",4
Accasoft ERP Colombia,Súper la atención ¡¡¡ y súper la comida todos los platos exquisitos de buen sabor buena presentación y el costo relativo.... el sitio genial y la verdad las personas que atienden tienen mucha paciencia para atender a los extranjeros... felicidades .. ¡¡¡,3
Roberto Castaneda,"Excelente servicio y alimentos en este lugar, muy rápidas para servir los alimentos, muy limpio y buenas porciones, vale la pena lo que se paga. El acceso y salida al estacionamiento es bueno, ya sea por calzada de Guadalupe o por Av. Misterios. Los sanitarios muy limpios y con buen aroma. Ampliamente recomendable.",4
ABRAHAM SALAZAR GUTIERREZ,Muy caro para lo que ofrece,2
Bernardo Altamirano Torrez,Lugar ameno para tomar café.,4
Jhon Cortes,La comida muy rica,4
Cristian Gallardo,"Toks es una de las mejores cadenas de restaurantes a nivel nacional, cuenta con platillos excelentes a muy bien precio y para todos los gustos ,la calidad en su comida es única, lo recomiendo ampliamente en especial esta sucursal de calzada de Guadalupe está muy bonita.",4
karu firo,"Excelente servicio, siempr estuvieron super pendientes de mi y la comida estaba muy rica, lo único que no me fascinó es que el ambiente estaba muy frío, es como para gente muy mayor(la mayoría de los clientes eran mayores de 60), pero en general estuvo muy bien",3
Josue Solis,Muy ameno y buena atención,4
Jose Mondragon,Ambiente tranquilo en tiempo de pandemia,4
Daniela Yamile Marquez Torres,"Me encanta! Siempre me ha encantado la comida y la actitud, son amables y atentos. La comida se tarda un poquito pero vale la pena porque sabe muy rico. Felicidades.",4
BIONEURAL MedicalSpa,"Muy rico, pero muy caro",3
Everardo Uribe,Muy buen servicio lo único malo siguen siendo sus porciones y precios muy altos,3
Sil ReAl,"Sorprendentememte rico, un poco mas caro que Vips pero no demasiado.",3
Socorro Barragan,Me gusta el menú y desayune rico y bien atendida. Gracias ,4
Jos Bravo,La comida es buena pero tardan algo en servir.,3
Karen Hinojosa de la torre,Excelente servicio,4
Pollo de Pueblo,"Es igual a todos los Toks, pero tiene la particularidad de estar en una zona de mucha afluencia, principalmente en diciembre que es cuando se llevan a cabo las pegrinaciones a la virgen de Guadalupe, lo cual lo hace poco operacional.…",3
TEre Aguilar,Los encargados se la pasan jugando los meseros de malas comida exelente se que no me van a tomar en…,0
martha patricia jiménez,Buen servicio y por el sabor todavía vale acudir.,3
martha martinez,"Rico. El lugar bonito. El servicio más o menos, los meseros se olvidan un poco de los comensales. El descorche es una opción muy buena.",3
Lexy Luzhikaru A.R.,"Han mejorado bastante y se agradece. Buenos nuevos platillos desde la última vez que había ido. El personal que nos atendió muy bien, rápido, educado, atento y con dominio del menú para dar recomendaciones. A mí gusto algo grandes las porciones, aunque así se entiende el precio.",4
Juan García,Caro,2
Rosa Salcedo,Muy agradable lugar . Felicidades,4
Victor Villavicencio,Excelentes alimentos y muy buen servicio. Pasé un rato maravilloso y con personas muy amadas.,4
Fernando Pérez González,"Buena machaca, buen ambiente, y tranquilo.",4
alonso valdemar,Buen servicio,4
Patyambar Garcia,Todo muy bien gracias.,3
Alma Martinez,Varían la Comida buen sazón Enfatiza color y sabor,3
Fer PeMa,Excelente servicio y muy acogedor el lugar,4
ZAZ ONOZAZ,Un lugar muy ameno y tranquilo para tener una buena charla con amistades o pasar un lindo momento en pareja.,4
Diana German,Muy bueno,3
Martin Avila,Excelente servicio de la vendedora Imelda,4
Isaac Almanza,"Excelente lugar, restaurante Toks, es una buena opción en cualquiera de sus sucursales; sin embargo, en Calzada de Guadalupe, la comida tiene mejor preparación y hay un muy buen servicio!!!",4
Chio Baz Rios,"Muy buen servicio súper satisfecha, limpieza y guardando las normas sanitarias",4
Paola Alejandra,"Buen trato, atención rápida, comida muy rica.",4
Vicente Martinez,Muy seguro pero muy tardado en servir los alimentos,3
Oscar Carpio,"Buen servicio, amables, buen sazón y los precios razonables.",3
Frida Aguilat,Casi siempre voy en compañía a tomar un café o comida ligera para platicar y ponernos al día. Bien!,4
Karla G Lozada Rosete,"Me encanta este lugar, comida, atención, limpieza.",4
RICARDO SANCHEZ,"Bueno, bonito además descuento por promoción",4
Luz Maria Bremont Vargaz,"Un excelente servicio, los alimentos muy bien preparados, y buena calidad y sabroso",4
Perfilesazteca@hotmail.com Ferre,"Excelente, a mi familia y a mi Nos encanta",4
Carlos Filio López,Está dentro del área de la tienda Soriana. Buen servicio y el desayuno cumple con el estándar de estos restaurantes.,3
Hiram Morales Patraca,Me encanta muy buen servicio,4
jaime garcia,La pasé muy bien,3
Andrea Duarte Medina,Muuy buena atencion,3
"ENGLISH COORDINATION, PACHECO","Buen servicio, personal muy atento.",4
Ruth Venegas,Buen lugar para ir en familia a comer o tomar algo sencillo. No es como para llevar niños porque no hay juegos pero fuera de eso está bien.,3
Federico Sanchez Reyes,"Es un lugar agradable , la familia disfruta de la comida con muy buena atención x parte del personal",4
José Escorza,Se come bien rico. El trato de los vendedores a los comensales es de primera.,4
Stilla Bellante,Buena atención y se come muy bien!,4
Alan Chavez,"Llevo años asistiendo y es por mucho una de mis sucursales favoritas, de los mejores en personales en atención al cliente, algunas veces no me agrada el acompañamiento del platillo y tienen la atención de cambiarlo por algo de mi agrado y para mi el cliente eso es muy bueno, se agradece con esta opinión.",4
Lilia Sanchez Becerril,Excelente atención y los alimentos muy bien preparados y deliciosos,4
Luis Alonso,"Se ha consolidado, cómo un buen lugar para desayunar, comer o cenar; precios medio altos, pero casi siempre muy buena atención y servicio...",3
Karla Jimenez,"Exquisita comida, mejoraron mucho! Atención excelente por parte de todo el personal. Las instalaciones son buenas y no se diga del chocolate caliente buenísimo para mitigar este frío!",4
steffany vera,Fueron rápidos y amables en su atención. Y el lugar estaba muy limpio,4
Blanca Elia Solorzano Perez,"Siempre el mejor café, su carta insuperable y todo impecable.",4
Leticia Zuñiga,Los alimentos son de buena calidad,4
Juan Arenas,"Muy bien servicio y comida rica, se tardan un poco en la caja",4
Ve Alonso,"Buen lugar para desayunar, solo que tendrás que llegar temprano si quieres alcanzar pan de dulce",4
Eva G. López Pérez,"La misma calidad de los alimentos, buena atención y si buscas un momento tranquilo está sucursal es una buena opción, eso sí debes ir con tiempo porque el servicio en general es lento.",3
Xochitl Canales,"Lugar limpio y amplio, butacas cómodas, el personal muy amable y la comida muy rica",4
Bedith Sanchez,"Excelente servicio, limpieza. Ideal para familias y personas de la 3a edad",4
Jorge Solano,"Está bien,pero la comida un poco fria",3
alicia ochoa martinez,"Un lugar donde te atienden muy bien, todos muy amables y rápidos con los platillos.",4
Alfonzo Farias,"Buen servicio, buenos platillos, todo muy bien.",3
Erika Miguel,Un lugar super agradable y muy buena atención,4
Irina Ceron,Muy rico,4
Luis Garcia,Excelente lugar para comer siempre son muy buenos sus platillos y la atención,4
Alberto Cruz Perez,Buen servicio,2
botasburguer,Buen lugar,4
Armando Renovato,Muy Rica comida,4
Blanca Ventura,Les falta más servicio,3
Eric Iván Rodríguez Romero,"Atención rápida excepto en algunos días obvios (día de la madre, del abuelo, del padre, etc).Para el precio la comida es buena.",3
Gloria Perez,Muy buena atención!,4
Orlando M. Rivero L.,"Las instalaciones están en perfecto estado , la atención y la calidad de la comida son buenos , muy recomendable para la comida",4
